"id","name","description"
"cpv_15131130-5","15131130-5","Saucisses"
"cpv_15131134-3","15131134-3","Boudin noir et autres saucisses à base de sang"
"cpv_15131135-0","15131135-0","Saucisses de volaille"
"cpv_15131200-7","15131200-7","Viande séchée, salée, fumée ou assaisonnée"
"cpv_15131210-0","15131210-0","Jambon fumé"
"cpv_15131220-3","15131220-3","Lard"
"cpv_15131230-6","15131230-6","Salami"
"cpv_15131300-8","15131300-8","Préparations à base de foie"
"cpv_15131310-1","15131310-1","Pâté"
"cpv_15131320-4","15131320-4","Préparations à base de foie d'oie ou de canard"
"cpv_15131400-9","15131400-9","Produits à base de porc"
"cpv_15131410-2","15131410-2","Jambon"
"cpv_15131420-5","15131420-5","Boulettes de viande"
"cpv_15131490-6","15131490-6","Plats préparés de porc"
"cpv_15131500-0","15131500-0","Produits à base de volaille"
"cpv_15131600-1","15131600-1","Produits à base de bœuf et de veau"
"cpv_15131610-4","15131610-4","Boulettes de bœuf"
"cpv_15131620-7","15131620-7","Viande de bœuf hachée"
"cpv_15131640-3","15131640-3","Steaks hachés de bœuf"
"cpv_15131700-2","15131700-2","Préparations à base de viande"
"cpv_15200000-0","15200000-0","Poisson préparé et conserves de poisson"
"cpv_15210000-3","15210000-3","Filets de poisson, foie et œufs ou laitance de poisson"
"cpv_15211000-0","15211000-0","Filets de poisson"
"cpv_15211100-1","15211100-1","Filets de poisson frais"
"cpv_15212000-7","15212000-7","Œufs ou laitance de poisson"
"cpv_15213000-4","15213000-4","Foie de poisson"
"cpv_15220000-6","15220000-6","Poisson, filets de poisson et autre chair de poisson congelés"
"cpv_15221000-3","15221000-3","Poisson congelé"
"cpv_15229000-9","15229000-9","Produits congelés à base de poisson"
"cpv_15230000-9","15230000-9","Poisson séché ou salé; poisson en saumure; poisson fumé"
"cpv_15231000-6","15231000-6","Poisson séché"
"cpv_15232000-3","15232000-3","Poisson salé"
"cpv_15233000-0","15233000-0","Poisson en saumure"
"cpv_15234000-7","15234000-7","Poisson fumé"
"cpv_15235000-4","15235000-4","Conserves de poisson"
"cpv_15240000-2","15240000-2","Poisson en conserve ou en boîte et autres poissons préparés ou en conserve"
"cpv_15241000-9","15241000-9","Poisson pané ou autrement enrobé, en conserve ou en boîte"
"cpv_15241100-0","15241100-0","Saumon en conserve"
"cpv_15241200-1","15241200-1","Hareng préparé ou en conserve"
"cpv_15241300-2","15241300-2","Sardines"
"cpv_15241400-3","15241400-3","Thon en conserve"
"cpv_15241500-4","15241500-4","Maquereaux"
"cpv_15241600-5","15241600-5","Anchois"
"cpv_15241700-6","15241700-6","Bâtonnets de poisson"
"cpv_15241800-7","15241800-7","Préparations à base de poisson pané ou autrement enrobé"
"cpv_15242000-6","15242000-6","Plats préparés de poisson"
"cpv_15243000-3","15243000-3","Préparations à base de poisson"
"cpv_15244000-0","15244000-0","Caviar et œufs de poissons"
"cpv_15244100-1","15244100-1","Caviar"
"cpv_15244200-2","15244200-2","Œufs de poissons"
"cpv_15250000-5","15250000-5","Fruits de mer"
"cpv_15251000-2","15251000-2","Crustacés congelés"
"cpv_15252000-9","15252000-9","Crustacés préparés ou en conserve"
"cpv_15253000-6","15253000-6","Produits à base de mollusques"
"cpv_15300000-1","15300000-1","Fruits, légumes et produits connexes"
"cpv_15310000-4","15310000-4","Pommes de terre et produits à base de pomme de terre"
"cpv_15311000-1","15311000-1","Pommes de terre congelées"
"cpv_15311100-2","15311100-2","Chips et pommes frites"
"cpv_15311200-3","15311200-3","Pommes de terre coupées en dés, en tranches et autres pommes de terre congelées"
"cpv_15312000-8","15312000-8","Produits à base de pommes de terre"
"cpv_15312100-9","15312100-9","Purée de pommes de terre instantanée"
"cpv_15312200-0","15312200-0","Pommes de terre préfrites"
"cpv_15312300-1","15312300-1","Pommes chips"
"cpv_15312310-4","15312310-4","Pommes chips aromatisées"
"cpv_15312400-2","15312400-2","Produits apéritifs à base de pommes de terre"
"cpv_15312500-3","15312500-3","Croquettes de pommes de terre"
"cpv_15313000-5","15313000-5","Pommes de terre transformées"
"cpv_15320000-7","15320000-7","Jus de fruits et de légumes"
"cpv_15321000-4","15321000-4","Jus de fruits"
"cpv_15321100-5","15321100-5","Jus d'orange"
"cpv_15321200-6","15321200-6","Jus de pamplemousse"
"cpv_15321300-7","15321300-7","Jus de citron"
"cpv_15321400-8","15321400-8","Jus d'ananas"
"cpv_15321500-9","15321500-9","Jus de raisin"
"cpv_15321600-0","15321600-0","Jus de pomme"
"cpv_15321700-1","15321700-1","Mélanges de jus non concentrés"
"cpv_15321800-2","15321800-2","Jus concentrés"
"cpv_15322000-1","15322000-1","Jus de légumes"
"cpv_15322100-2","15322100-2","Jus de tomate"
"cpv_15330000-0","15330000-0","Fruits et légumes transformés"
"cpv_15331000-7","15331000-7","Légumes transformés"
"cpv_15331100-8","15331100-8","Légumes frais ou congelés"
"cpv_15331110-1","15331110-1","Légumes-racines transformés"
"cpv_15331120-4","15331120-4","Légumes-tubercules transformés"
"cpv_15331130-7","15331130-7","Haricots, pois, poivrons, tomates et autres légumes"
"cpv_15331131-4","15331131-4","Haricots transformés"
"cpv_15331132-1","15331132-1","Pois transformés"
"cpv_15331133-8","15331133-8","Pois cassés"
"cpv_15331134-5","15331134-5","Tomates transformées"
"cpv_15331135-2","15331135-2","Champignons transformés"
"cpv_15331136-9","15331136-9","Poivrons transformés"
"cpv_15331137-6","15331137-6","Germes de soja"
"cpv_15331138-3","15331138-3","Truffes"
"cpv_15331140-0","15331140-0","Légumes à feuilles et choux"
"cpv_15331142-4","15331142-4","Choux transformés"
"cpv_15331150-3","15331150-3","Légumes à cosse transformés"
"cpv_15331170-9","15331170-9","Légumes congelés"
"cpv_15331400-1","15331400-1","Légumes en conserve et/ou en boîte"
"cpv_15331410-4","15331410-4","Haricots à la sauce tomate"
"cpv_15331411-1","15331411-1","Haricots blancs à la sauce tomate"
"cpv_15331420-7","15331420-7","Tomates en conserve"
"cpv_15331423-8","15331423-8","Tomates en boîte"
"cpv_15331425-2","15331425-2","Purée de tomates"
"cpv_15331427-6","15331427-6","Concentré de tomates"
"cpv_15331428-3","15331428-3","Sauce tomate"
"cpv_15331430-0","15331430-0","Champignons en boîte"
"cpv_15331450-6","15331450-6","Olives transformées"
"cpv_15331460-9","15331460-9","Légumes en boîte"
"cpv_15331461-6","15331461-6","Choucroute en boîte"
"cpv_15331462-3","15331462-3","Pois en boîte"
"cpv_15331463-0","15331463-0","Haricots écossés en boîte"
"cpv_15331464-7","15331464-7","Haricots entiers en boîte"
"cpv_15331465-4","15331465-4","Asperges en boîte"
"cpv_15331466-1","15331466-1","Olives en boîte"
"cpv_15331470-2","15331470-2","Maïs doux"
"cpv_15331480-5","15331480-5","Légumes ayant subi un traitement de conservation temporaire"
"cpv_15331500-2","15331500-2","Légumes conservés dans le vinaigre"
"cpv_15332000-4","15332000-4","Fruits et fruits à coque transformés"
"cpv_15332100-5","15332100-5","Fruits transformés"
"cpv_15332140-7","15332140-7","Pommes transformées"
"cpv_15332150-0","15332150-0","Poires transformées"
"cpv_15332160-3","15332160-3","Bananes transformées"
"cpv_15332170-6","15332170-6","Rhubarbe"
"cpv_15332180-9","15332180-9","Melons"
"cpv_15332200-6","15332200-6","Confitures et marmelades; gelées de fruits; purées et pâtes de fruits ou de fruits à coque"
"cpv_15332230-5","15332230-5","Marmelades"
"cpv_15332231-2","15332231-2","Marmelade d'oranges"
"cpv_15332232-9","15332232-9","Marmelade de citrons"
"cpv_15332240-8","15332240-8","Gelées de fruits"
"cpv_15332250-1","15332250-1","Pâtes de fruits"
"cpv_15332260-4","15332260-4","Pâtes de fruits à coque"
"cpv_15332261-1","15332261-1","Beurre d'arachide"
"cpv_15332270-7","15332270-7","Purées de fruits"
"cpv_15332290-3","15332290-3","Confitures"
"cpv_15332291-0","15332291-0","Confiture d'abricots"
"cpv_15332292-7","15332292-7","Confiture de mûres"
"cpv_15332293-4","15332293-4","Confiture de cassis"
"cpv_15332294-1","15332294-1","Confiture de cerises"
"cpv_15332295-8","15332295-8","Confiture de framboises"
"cpv_15332296-5","15332296-5","Confiture de fraises"
"cpv_15332300-7","15332300-7","Fruits à coque transformés"
"cpv_15332310-0","15332310-0","Fruits à coque grillés ou salés"
"cpv_15332400-8","15332400-8","Conserves de fruits"
"cpv_15332410-1","15332410-1","Fruits secs"
"cpv_15332411-8","15332411-8","Raisins secs de Corinthe transformés"
"cpv_15332412-5","15332412-5","Raisins transformés"
"cpv_15332419-4","15332419-4","Sultanines"
"cpv_15333000-1","15333000-1","Sous-produits végétaux"
"cpv_15400000-2","15400000-2","Huiles et graisses animales ou végétales"
"cpv_15410000-5","15410000-5","Huiles et graisses animales ou végétales brutes"
"cpv_15411000-2","15411000-2","Huiles animales ou végétales"
"cpv_15411100-3","15411100-3","Huiles végétales"
"cpv_15411110-6","15411110-6","Huile d'olive"
"cpv_15411120-9","15411120-9","Huile de sésame"
"cpv_15411130-2","15411130-2","Huile d'arachide"
"cpv_15411140-5","15411140-5","Huile de coco"
"cpv_15411200-4","15411200-4","Huile de cuisson"
"cpv_15411210-7","15411210-7","Huile de friture"
"cpv_15412000-9","15412000-9","Graisses"
"cpv_15412100-0","15412100-0","Graisses animales"
"cpv_15412200-1","15412200-1","Graisses végétales"
"cpv_15413000-6","15413000-6","Résidus solides de graisses ou huiles végétales"
"cpv_15413100-7","15413100-7","Tourteaux"
"cpv_15420000-8","15420000-8","Huiles et graisses raffinées"
"cpv_15421000-5","15421000-5","Huiles raffinées"
"cpv_15422000-2","15422000-2","Graisses raffinées"
"cpv_15423000-9","15423000-9","Graisses ou huiles hydrogénées ou estérifiées"
"cpv_15424000-6","15424000-6","Cires végétales"
"cpv_15430000-1","15430000-1","Graisses comestibles"
"cpv_15431000-8","15431000-8","Margarine et préparations similaires"
"cpv_15431100-9","15431100-9","Margarine"
"cpv_15431110-2","15431110-2","Margarine liquide"
"cpv_15431200-0","15431200-0","Pâtes à tartiner allégées ou à faible teneur en matières grasses"
"cpv_15500000-3","15500000-3","Produits laitiers"
"cpv_15510000-6","15510000-6","Lait et crème fraîche"
"cpv_15511000-3","15511000-3","Lait"
"cpv_15511100-4","15511100-4","Lait pasteurisé"
"cpv_15511200-5","15511200-5","Lait stérilisé"
"cpv_15511210-8","15511210-8","Lait UHT"
"cpv_15511300-6","15511300-6","Lait écrémé"
"cpv_15511400-7","15511400-7","Lait demi-écrémé"
"cpv_15511500-8","15511500-8","Lait entier"
"cpv_15511600-9","15511600-9","Lait condensé"
"cpv_15511700-0","15511700-0","Lait en poudre"
"cpv_15512000-0","15512000-0","Crème fraîche"
"cpv_15512100-1","15512100-1","Crème fraîche liquide"
"cpv_15512200-2","15512200-2","Crème fraîche épaisse"
"cpv_15512300-3","15512300-3","Crème épaisse"
"cpv_15512900-9","15512900-9","Crème fraîche à fouetter"
"cpv_15530000-2","15530000-2","Beurre"
"cpv_15540000-5","15540000-5","Fromages"
"cpv_15541000-2","15541000-2","Fromage de table"
"cpv_15542000-9","15542000-9","Fromage frais"
"cpv_15542100-0","15542100-0","Cottage cheese"
"cpv_15542200-1","15542200-1","Fromage à pâte molle"
"cpv_15542300-2","15542300-2","Feta"
"cpv_15543000-6","15543000-6","Fromage râpé, en poudre, bleu et autre fromage"
"cpv_15543100-7","15543100-7","Fromage à pâte bleue"
"cpv_15543200-8","15543200-8","Cheddar"
"cpv_15543300-9","15543300-9","Fromage râpé"
"cpv_15543400-0","15543400-0","Parmesan"
"cpv_15544000-3","15544000-3","Fromage à pâte dure"
"cpv_15545000-0","15545000-0","Fromage à tartiner"
"cpv_15550000-8","15550000-8","Produits laitiers divers"
"cpv_15551000-5","15551000-5","Yaourt et autres produits laitiers fermentés"
"cpv_15551300-8","15551300-8","Yaourt"
"cpv_15551310-1","15551310-1","Yaourt nature"
"cpv_15551320-4","15551320-4","Yaourt aromatisé"
"cpv_15551500-0","15551500-0","Babeurre"
"cpv_15552000-2","15552000-2","Caséine"
"cpv_15553000-9","15553000-9","Lactose ou sirop de lactose"
"cpv_15554000-6","15554000-6","Petit-lait"
"cpv_15555000-3","15555000-3","Crème glacée et produits similaires"
"cpv_15555100-4","15555100-4","Crème glacée"
"cpv_15555200-5","15555200-5","Sorbet"
"cpv_15600000-4","15600000-4","Produits de la minoterie, amidon et produits amylacés"
"cpv_15610000-7","15610000-7","Produits de la minoterie"
"cpv_15611000-4","15611000-4","Riz décortiqué"
"cpv_15612000-1","15612000-1","Farine de céréales ou farine végétale et produits connexes"
"cpv_15612100-2","15612100-2","Farine de blé"
"cpv_15612110-5","15612110-5","Farine complète"
"cpv_15612120-8","15612120-8","Farine de boulangerie"
"cpv_15612130-1","15612130-1","Farine sans levure"
"cpv_15612150-7","15612150-7","Farine de pâtisserie"
"cpv_15612190-9","15612190-9","Farine fermentante"
"cpv_15612200-3","15612200-3","Farine de céréales"
"cpv_15612210-6","15612210-6","Farine de maïs"
"cpv_15612220-9","15612220-9","Farine de riz"
"cpv_15612300-4","15612300-4","Farines végétales"
"cpv_15612400-5","15612400-5","Mélanges utilisés pour la préparation de produits de boulangerie"
"cpv_15612410-8","15612410-8","Préparations pour gâteaux"
"cpv_15612420-1","15612420-1","Préparations à cuire au four"
"cpv_15612500-6","15612500-6","Produits de boulangerie"
"cpv_15613000-8","15613000-8","Produits à base de grains de céréales"
"cpv_15613100-9","15613100-9","Gruaux"
"cpv_15613300-1","15613300-1","Produits céréaliers"
"cpv_15613310-4","15613310-4","Céréales pour petit déjeuner"
"cpv_15613311-1","15613311-1","Flocons de maïs"
"cpv_15613313-5","15613313-5","Muesli ou équivalent"
"cpv_15613319-7","15613319-7","Blé soufflé"
"cpv_15613380-5","15613380-5","Flocons d'avoine"
"cpv_15614000-5","15614000-5","Riz transformé"
"cpv_15614100-6","15614100-6","Riz à grains longs"
"cpv_15614200-7","15614200-7","Riz usiné"
"cpv_15614300-8","15614300-8","Brisures de riz"
"cpv_15615000-2","15615000-2","Son"
"cpv_15620000-0","15620000-0","Amidons et produits amylacés"
"cpv_15621000-7","15621000-7","Huile de maïs"
"cpv_15622000-4","15622000-4","Glucose et produits à base de glucose, de fructose et produits à base de fructose"
"cpv_15622100-5","15622100-5","Glucose et produits à base de glucose"
"cpv_15622110-8","15622110-8","Glucose"
"cpv_15622120-1","15622120-1","Sirop de glucose"
"cpv_15622300-7","15622300-7","Fructose et produits à base de fructose"
"cpv_15622310-0","15622310-0","Fructose"
"cpv_15622320-3","15622320-3","Préparations à base de fructose"
"cpv_15622321-0","15622321-0","Solutions de fructose"
"cpv_15622322-7","15622322-7","Sirop de fructose"
"cpv_15623000-1","15623000-1","Amidons et fécules"
"cpv_15624000-8","15624000-8","Tapioca"
"cpv_15625000-5","15625000-5","Semoule"
"cpv_15626000-2","15626000-2","Poudre pour pudding"
"cpv_15700000-5","15700000-5","Aliments pour animaux"
"cpv_15710000-8","15710000-8","Aliments prêts à l'emploi pour animaux d'élevage et autres animaux"
"cpv_15711000-5","15711000-5","Nourriture pour poissons"
"cpv_15712000-2","15712000-2","Fourrage sec"
"cpv_15713000-9","15713000-9","Aliments pour animaux de compagnie"
"cpv_15800000-6","15800000-6","Produits alimentaires divers"
"cpv_15810000-9","15810000-9","Produits de panification, pâtisserie fraîche et gâteaux"
"cpv_15811000-6","15811000-6","Produits de panification"
"cpv_15811100-7","15811100-7","Pain"
"cpv_15811200-8","15811200-8","Petits pains"
"cpv_15811300-9","15811300-9","Croissants"
"cpv_15811400-0","15811400-0","Petites crêpes épaisses"
"cpv_15811500-1","15811500-1","Produits de panification préparés"
"cpv_15811510-4","15811510-4","Sandwichs"
"cpv_15811511-1","15811511-1","Sandwichs préparés"
"cpv_15812000-3","15812000-3","Pâtisserie et gâteaux"
"cpv_15812100-4","15812100-4","Pâtisserie"
"cpv_15812120-0","15812120-0","Tourtes"
"cpv_15812121-7","15812121-7","Tourtes salées"
"cpv_15812122-4","15812122-4","Tourtes sucrées"
"cpv_15812200-5","15812200-5","Gâteaux"
"cpv_15813000-0","15813000-0","Aliments pour petit déjeuner"
"cpv_15820000-2","15820000-2","Biscottes et biscuits; pâtisserie et gâteaux de conservation"
"cpv_15821000-9","15821000-9","Produits de panification grillés et pâtisserie"
"cpv_15821100-0","15821100-0","Produits de panification grillés"
"cpv_15821110-3","15821110-3","Pain grillé"
"cpv_15821130-9","15821130-9","Pain croustillant dit Knaeckebrot"
"cpv_15821150-5","15821150-5","Biscottes"
"cpv_15821200-1","15821200-1","Biscuits sucrés"
"cpv_15830000-5","15830000-5","Sucre et produits connexes"
"cpv_15831000-2","15831000-2","Sucre"
"cpv_15831200-4","15831200-4","Sucre blanc"
"cpv_15831300-5","15831300-5","Sucre d'érable et sirop d'érable"
"cpv_15831400-6","15831400-6","Mélasse"
"cpv_15831500-7","15831500-7","Sirops de sucre"
"cpv_15831600-8","15831600-8","Miel"
"cpv_15832000-9","15832000-9","Déchets provenant de la fabrication du sucre"
"cpv_15833000-6","15833000-6","Produits à base de sucre"
"cpv_15833100-7","15833100-7","Desserts"
"cpv_15833110-0","15833110-0","Fonds de tartes"
"cpv_15840000-8","15840000-8","Cacao; chocolat et sucreries"
"cpv_15841000-5","15841000-5","Cacao"
"cpv_15841100-6","15841100-6","Pâte de cacao"
"cpv_15841200-7","15841200-7","Beurre, graisse ou huile de cacao"
"cpv_15841300-8","15841300-8","Poudre de cacao non sucrée"
"cpv_15841400-9","15841400-9","Poudre de cacao sucrée"
"cpv_15842000-2","15842000-2","Chocolat et sucreries"
"cpv_15842100-3","15842100-3","Chocolat"
"cpv_15842200-4","15842200-4","Produits à base de chocolat"
"cpv_15842210-7","15842210-7","Boisson chocolatée"
"cpv_15842220-0","15842220-0","Barres de chocolat"
"cpv_15842300-5","15842300-5","Confiserie"
"cpv_15842310-8","15842310-8","Bonbons"
"cpv_15842320-1","15842320-1","Nougat"
"cpv_15842400-6","15842400-6","Fruits, fruits à coque ou écorces de fruits confits au sucre"
"cpv_15850000-1","15850000-1","Pâtes alimentaires"
"cpv_15851000-8","15851000-8","Produits farinacés"
"cpv_15851100-9","15851100-9","Pâtes alimentaires non cuites"
"cpv_15851200-0","15851200-0","Pâtes alimentaires préparées et couscous"
"cpv_15851210-3","15851210-3","Pâtes alimentaires préparées"
"cpv_15851220-6","15851220-6","Pâtes alimentaires farcies"
"cpv_15851230-9","15851230-9","Lasagnes"
"cpv_15851250-5","15851250-5","Couscous"
"cpv_15851290-7","15851290-7","Pâtes alimentaires en conserve"
"cpv_15860000-4","15860000-4","Café, thé et produits connexes"
"cpv_15861000-1","15861000-1","Café"
"cpv_15861100-2","15861100-2","Café torréfié"
"cpv_15861200-3","15861200-3","Café décaféiné"
"cpv_15862000-8","15862000-8","Succédanés de café"
"cpv_15863000-5","15863000-5","Thé"
"cpv_15863100-6","15863100-6","Thé vert"
